Title,Link,Published Date
"Als die Theatervampire begannen, Michel Foucault zu lesen","https://www.derstandard.at/story/3000000203950/als-die-theatervampire-begannen-michel-foucault-zu-lesen?ref=rss","Sat, 20 Jan 2024 10:28:24 Z"
"Roman ""Der Flakon"" erzählt von weiblichem Widerstand gegen männliche Kriegsgewalt","https://www.derstandard.at/story/3000000203841/weiblicher-widerstand-gegen-m228nnliche-kriegsgewalt?ref=rss","Sat, 20 Jan 2024 13:00:00 Z"
"US-Behörden geben weitere Schiele-Werke an Grünbaum-Erben zurück","https://www.derstandard.at/story/3000000203953/us-behoerden-geben-weitere-schiele-werke-an-gruenbaum-erben-zurueck?ref=rss","Sat, 20 Jan 2024 10:56:25 Z"
"Von FPÖ ausgegrenzt, musste ORF-Satiriker Klien zu Neos-Vorwahl","https://www.derstandard.at/story/3000000203926/von-fpoe-ausgegrenzt-musste-orf-satiriker-klien-zu-neos-vorwahl?ref=rss","Sat, 20 Jan 2024 06:00:00 Z"
"Fehleinschätzungen: Von Gusenbauer über Lopatka bis zu Kickl","https://www.derstandard.at/story/3000000203899/fehleinschaetzungen-von-gusenbauer-ueber-lopatka-bis-zu-kickl?ref=rss","Sat, 20 Jan 2024 10:00:00 Z"
"Start des Dschungelcamps 2024: Wohltemperiertes Pissoir-Niveau","https://www.derstandard.at/story/3000000203936/start-des-dschungelcamps-2024-wohltemperiertes-pissoir-niveau?ref=rss","Sat, 20 Jan 2024 10:03:41 Z"
"Zwischen Auf1, Exxpress und KI: Qualitätsjournalismus unter Druck","https://www.derstandard.at/story/3000000203850/zwischen-auf1-exxpress-und-ki-qualitaetsjournalismus-unter-druck?ref=rss","Fri, 19 Jan 2024 15:29:04 Z"
"Spotify entfernt Martin Sellners Podcast","https://www.derstandard.at/story/3000000203876/spotify-entfernt-martin-sellners-podcast?ref=rss","Sat, 20 Jan 2024 07:00:00 Z"
"Prinz Harry zieht Verleumdungsklage gegen ""Mail""-Verlag zurück","https://www.derstandard.at/story/3000000203925/prinz-harry-zieht-verleumdungsklage-gegen-mail-verlag-zur252ck?ref=rss","Fri, 19 Jan 2024 17:44:57 Z"
"""Carol"", ""Flucht von Alcatraz"", ""June"", ""The Artful Dodge"": TV- und Streamingtipps für Samstag","https://www.derstandard.at/story/3000000203885/carol-flucht-von-alcatraz-june-the-artful-dodge-tv-und-streamingtipps-fuer-samstag?ref=rss","Sat, 20 Jan 2024 05:00:00 Z"
"Adeliger Hüne mit gewaltigem Schwert ausgegraben","https://www.derstandard.at/story/3000000203496/adeliger-huene-mit-gewaltigem-schwert-ausgegraben?ref=rss","Sat, 20 Jan 2024 06:00:00 Z"
"Bringen Kühe das Klima zum Kippen?","https://www.derstandard.at/story/3000000203382/bringen-kuehe-das-klima-zum-kippen?ref=rss","Sat, 20 Jan 2024 12:07:09 Z"
"Hinweise auf riesige Eismassen am Mars entdeckt","https://www.derstandard.at/story/3000000203785/hinweise-auf-riesige-eismassen-am-mars-entdeckt?ref=rss","Sat, 20 Jan 2024 09:00:00 Z"
"Lebenserwartung klettert weltweit nach oben – vor allem für Buben","https://www.derstandard.at/story/3000000203865/lebenserwartung-klettert-weltweit-nach-oben-vor-allem-fuer-buben?ref=rss","Fri, 19 Jan 2024 18:55:05 Z"
"Probleme bei Stromversorgung der Mond-Weltraumsonde","https://www.derstandard.at/story/3000000203954/probleme-bei-stromversorgung-der-mond-weltraumsonde?ref=rss","Sat, 20 Jan 2024 11:52:00 Z"
"Neue Gentechnik: Mehrere Nobelpreisträger für Liberalisierung","https://www.derstandard.at/story/3000000203929/neue-gentechnik-mehrere-nobelpreistr228ger-f252r-liberalisierung?ref=rss","Fri, 19 Jan 2024 18:37:14 Z"
"Erster österreichischer Weltraumtourist soll Ende Jänner abheben","https://www.derstandard.at/story/3000000203786/erster-oesterreichischer-weltraumtourist-soll-ende-jaenner-abheben?ref=rss","Fri, 19 Jan 2024 09:52:43 Z"
"Japan ist erfolgreich auf dem Mond gelandet, doch es gibt erste Probleme","https://www.derstandard.at/story/3000000203799/japan-will-heute-erstmals-auf-dem-mond-landen?ref=rss","Fri, 19 Jan 2024 11:20:17 Z"
"Ist es ungesund, spätabends zu essen?","https://www.derstandard.at/story/3000000203530/ist-es-ungesund-spaetabends-zu-essen?ref=rss","Thu, 18 Jan 2024 09:06:54 Z"
"Periode beginnt häufiger am Donnerstag und Freitag","https://www.derstandard.at/story/3000000203368/periode-beginnt-haeufiger-am-donnerstag-und-freitag?ref=rss","Fri, 19 Jan 2024 05:00:00 Z"
"Psychiaterin: ""Niemand sucht sich aus, suchtkrank zu werden""","https://www.derstandard.at/story/3000000203134/psychiaterin-niemand-sucht-sich-aus-suchtkrank-zu-werden?ref=rss","Wed, 17 Jan 2024 11:00:00 Z"
"Corona: Impfung rettete in Österreich bis März 2023 rund 25.000 Leben","https://www.derstandard.at/story/3000000203532/corona-impfung-rettete-in-oesterreich-bis-maerz-2023-rund-25000-leben?ref=rss","Wed, 17 Jan 2024 14:53:38 Z"
"Schadenersatz für Eltern, die wegen Arztfehlers ein ungewolltes Kind bekommen","https://www.derstandard.at/story/3000000203737/schadenersatz-fuer-eltern-die-wegen-arztfehlers-ein-ungewolltes-kind-bekommen?ref=rss","Fri, 19 Jan 2024 08:23:45 Z"
"Die Signa Holding – ein Milliardenkonzern ohne geprüfte Bilanz?","https://www.derstandard.at/story/3000000203244/die-signa-holding-8211-ein-milliardenkonzern-ohne-gepr252ften-abschluss?ref=rss","Tue, 16 Jan 2024 10:42:58 Z"
"Warum die verspäteten Signa-Bilanzen gegen Wettbewerbsrecht verstoßen","https://www.derstandard.at/story/3000000203243/sp228te-bilanzen-sind-wettbewerbswidrig?ref=rss","Wed, 17 Jan 2024 13:13:27 Z"
"Justizministerin Zadić erwägt wegen Signa strafrechtliche Folgen bei fehlenden Bilanzen","https://www.derstandard.at/story/3000000203719/zadi263-erw228gt-strafrechtliche-konsequenzen-bei-fehlenden-bilanzen?ref=rss","Fri, 19 Jan 2024 05:00:00 Z"
"Wie wir zu einer guten Haltung in unguten Zeiten kommen","https://www.derstandard.at/story/3000000202632/wie-wir-zu-einer-guten-haltung-in-unguten-zeiten-kommen?ref=rss","Sat, 20 Jan 2024 08:00:00 Z"
"Was Junge über die vegane Kochlehre denken","https://www.derstandard.at/story/3000000203191/was-junge-ueber-die-vegane-kochlehre-denken?ref=rss","Fri, 19 Jan 2024 08:00:00 Z"
"Was sich hinter dem Rücken des Managements abspielt","https://www.derstandard.at/story/3000000202410/was-sich-hinter-dem-ruecken-des-managements-abspielt?ref=rss","Thu, 18 Jan 2024 12:00:00 Z"
"Drohkulisse bei der Wohnungssuche","https://www.derstandard.at/story/3000000202342/drohkulisse-bei-der-wohnungssuche?ref=rss","Wed, 17 Jan 2024 14:00:00 Z"
"Was man in den eigenen vier Wänden alles warten sollte","https://www.derstandard.at/story/3000000203723/was-man-in-den-eigenen-vier-waenden-alles-warten-sollte?ref=rss","Fri, 19 Jan 2024 10:06:55 Z"
"Causa Messequartier: Erfolg für Mieter auch in zweiter Instanz","https://www.derstandard.at/story/3000000203849/causa-messequartier-erfolg-fuer-mieter-auch-in-zweiter-instanz?ref=rss","Sat, 20 Jan 2024 09:00:00 Z"
"Warum sind vegane Ersatzprodukte oft teurer als Fleisch?","https://www.derstandard.at/story/3000000203492/warum-sind-vegane-ersatzprodukte-oft-teurer-als-fleisch?ref=rss","Thu, 18 Jan 2024 15:03:01 Z"
"Warum Recycling kein Ausweg aus der Materialschlacht ist","https://www.derstandard.at/story/3000000203446/warum-recycling-kein-ausweg-aus-der-materialschlacht-ist?ref=rss","Wed, 17 Jan 2024 08:20:57 Z"
"Tempo 30 im Ortsgebiet: Der zähe Kampf für mehr Sicherheit","https://www.derstandard.at/story/3000000202726/tempo-30-im-ortsgebiet-der-zaehe-kampf-fuer-mehr-sicherheit?ref=rss","Wed, 17 Jan 2024 05:00:00 Z"
"Wie wir glücklicher werden","https://www.derstandard.at/story/3000000200783/wie-wir-gluecklicher-werden?ref=rss","Fri, 19 Jan 2024 08:00:00 Z"
"Übernehmen Männer jetzt den Part des Sexsymbols?","https://www.derstandard.at/story/3000000202856/uebernehmen-maenner-jetzt-den-part-des-sexsymbols?ref=rss","Sun, 14 Jan 2024 09:00:00 Z"
"US-Abtreibungsverbote: Tausende Kilometer in die nächste Klinik","https://www.derstandard.at/story/3000000203211/us-abtreibungsverbote-tausende-kilometer-in-die-naechste-klinik?ref=rss","Fri, 19 Jan 2024 13:40:43 Z"
"Abtreibung und das österreichische Gewissen","https://www.derstandard.at/story/3000000203663/abtreibung-und-das-oesterreichische-gewissen?ref=rss","Thu, 18 Jan 2024 14:52:41 Z"
"Till Lindemann und sein fader Provokationsjob","https://www.derstandard.at/story/3000000203192/till-lindemann-und-sein-fader-provokationsjob?ref=rss","Mon, 15 Jan 2024 13:44:03 Z"
"Leitfaden zum Umgang mit Gewalt in der Obsorge präsentiert","https://www.derstandard.at/story/3000000203200/leitfaden-zum-umgang-mit-gewalt-in-der-obsorge-praesentiert?ref=rss","Mon, 15 Jan 2024 14:47:16 Z"
"Wien: 350 bis 360 Betretungsverbote im Monat","https://www.derstandard.at/story/3000000203294/wien-350-bis-360-betretungsverbote-im-monat?ref=rss","Tue, 16 Jan 2024 08:16:55 Z"
"EuGH: Schutz für geflüchtete Frauen bei häuslicher Gewalt möglich","https://www.derstandard.at/story/3000000203331/eugh-schutz-fuer-gefluechtete-frauen-bei-haeuslicher-gewalt-moeglich?ref=rss","Tue, 16 Jan 2024 10:05:47 Z"
"Sudoku extrem schwierig 5720a","https://www.derstandard.at/story/3000000202746/sudoku-extrem-schwierig-5720a?ref=rss","Fri, 19 Jan 2024 17:00:00 Z"
"Squiggly Sudoku schwierig 5720b","https://www.derstandard.at/story/3000000202747/squiggly-sudoku-schwierig-5720b?ref=rss","Fri, 19 Jan 2024 17:00:00 Z"
"Kreuzworträtsel F 10592","https://www.derstandard.at/story/3000000202409/kreuzwortraetsel-f-10592?ref=rss","Fri, 19 Jan 2024 23:01:00 Z"
"Sudoku sehr schwierig 5719a","https://www.derstandard.at/story/3000000202744/sudoku-sehr-schwierig-5719a?ref=rss","Thu, 18 Jan 2024 17:00:00 Z"
